iter	RMSE
414	0.1405982641
415	0.140461269
416	0.140284577
417	0.1401363682
418	0.1400499919
419	0.139926905
420	0.1397599207
421	0.1397232315
422	0.1396459502
423	0.1395195888
424	0.139447309
425	0.1393373266
426	0.1391369383
427	0.1390040132
428	0.1389378904
429	0.138763286
430	0.1386042643
431	0.1384686909
432	0.1384298444
433	0.1384135131
434	0.1382922311
435	0.1382189332
436	0.1379759578
437	0.1379416548
438	0.1379255959
439	0.137728055
440	0.1376483405
441	0.1374493013
442	0.1373996041
443	0.1373355422
444	0.1371798201
445	0.1370000983
446	0.1368399193
447	0.1367238665
448	0.1366088865
449	0.1364196176
450	0.1362895702
451	0.1361187241
452	0.1360860163
453	0.1359582734
454	0.1357882506
455	0.1357759302
456	0.1356047697
457	0.1355228486
458	0.1354620247
459	0.1353409878
460	0.1351901316
461	0.1350725854
462	0.1349112633
463	0.1347908133
464	0.1347545021
465	0.1347389226
466	0.134648347
467	0.1346060575
468	0.1345682395
469	0.1344951595
470	0.1342987775
471	0.1341756329
472	0.1340647818
473	0.133858018
474	0.1337313021
475	0.1335991332
476	0.1334637214
477	0.1334140866
478	0.1332929552
479	0.1332794923
480	0.1331599605
481	0.1330716613
482	0.1329688271
483	0.1329407548
484	0.1328759505
485	0.1328274719
486	0.132814941
487	0.1327326631
488	0.1327022026
489	0.1325836082
490	0.1324644508
491	0.1324254404
492	0.1323190492
493	0.1322358075
494	0.1322010859
495	0.1321591233
496	0.1321241399
497	0.1319227507
498	0.1318016162
499	0.1316049196
500	0.131515241
501	0.1314401738
502	0.1313044187
503	0.1312160937
504	0.1311093718
505	0.131024912
506	0.1309701409
507	0.1308842698
508	0.1308514346
509	0.1307240305
510	0.1305914133
511	0.1305005781
512	0.1303898583
513	0.1303235524
514	0.1302003189
515	0.1301039051
516	0.1299814638
517	0.1298336304
518	0.1297067817
519	0.1295951301
520	0.1294641407
521	0.1293191358
522	0.1292008012
523	0.1291099326
524	0.1290349269
525	0.1288588754
526	0.1287347172
527	0.1286055725
528	0.1285204592
529	0.1283751704
530	0.1282560891
531	0.1282403581
532	0.1282144135
533	0.1280685789
534	0.1279547903
535	0.127875992
536	0.1278101025
537	0.1276668702
538	0.1275306615
539	0.1273716006
540	0.1272213572
541	0.1270988898
542	0.1269856416
543	0.1268853618
544	0.1267985491
545	0.126694392
546	0.126668368
547	0.1265691461
548	0.1264714782
549	0.1263422216
550	0.1263320964
551	0.1261541219
552	0.1260364274
553	0.125934578
554	0.1257852325
555	0.1256395963
556	0.1254876885
557	0.1253875475
558	0.1253815572
559	0.1252113569
560	0.1250906202
561	0.1249592991
562	0.1248364264
563	0.1247451755
564	0.1246555308
565	0.1245781824
566	0.124492092
567	0.1243906866
568	0.1242691015
569	0.1241117234
570	0.124103588
571	0.1240306119
572	0.1239399466
573	0.1238358655
574	0.1237138938
575	0.1236433211
576	0.1235213181
577	0.1234683119
578	0.1234131437
579	0.1233674868
580	0.1233619874
581	0.1232163784
582	0.123056845
583	0.1229308076
584	0.1227717965
585	0.1226652743
586	0.1225307382
587	0.1224245222
588	0.1222724847
589	0.1221595072
590	0.1220646357
591	0.1219651269
592	0.1218249185
593	0.1217004533
594	0.1215848035
595	0.1215335357
596	0.1214225756
597	0.1213437976
598	0.1212132903
599	0.1211331068
600	0.1210583022
601	0.1209718159
602	0.1208989597
603	0.1207545081
604	0.1206549141
605	0.1206247407
606	0.1205533248
607	0.1204409112
608	0.1203342094
609	0.1202513163
610	0.1201906155
611	0.12010407
612	0.1199770108
613	0.1198136548
614	0.1197134991
615	0.1196105214
616	0.1194890496
617	0.1194120332
618	0.1193392235
619	0.1192725116
620	0.1191454834
621	0.1191074292
622	0.1189852087
623	0.1188661589
624	0.1186621042
625	0.1185342688
626	0.1184732613
627	0.1183409084
628	0.118239903
629	0.1181461836
630	0.1180569304
631	0.117864693
632	0.1177749474
633	0.1176713252
634	0.1175595419
635	0.1175537683
636	0.1175326104
637	0.117449504
638	0.1173527514
639	0.1172053912
640	0.117085402
641	0.1169512826
642	0.116840398
643	0.1167324384
644	0.1166985423
645	0.1166036162
646	0.1165636925
647	0.1164279807
648	0.1164167287
649	0.1163381183
650	0.1162396422
651	0.1161621447
652	0.1160534167
653	0.1160121365
654	0.1158961403
655	0.1157702188
656	0.1156433223
657	0.1155584708
658	0.1154144187
659	0.1152998289
660	0.1151992874
661	0.1150992891
662	0.1150263143
663	0.1149270879
664	0.1148215732
665	0.1147052547
666	0.114566857
667	0.1145096779
668	0.114439185
669	0.1143839126
670	0.1143146064
671	0.1142784561
672	0.1141999107
673	0.1140884432
674	0.11397804
675	0.1138433877
676	0.1137547517
677	0.1136200986
678	0.113500842
679	0.1134148711
680	0.1133278477
681	0.1132173251
682	0.1131914477
683	0.1130790892
684	0.1130361728
685	0.1129347406
686	0.1128214992
687	0.1127790609
688	0.1127196118
689	0.1125693491
690	0.1125060962
691	0.1124345885
692	0.1123456225
693	0.112214823
694	0.1120649176
695	0.1119918626
696	0.1119895816
697	0.1118611317
698	0.1118022224
699	0.111695639
700	0.1115913155
701	0.1115107444
702	0.1114981009
703	0.1114193932
704	0.111334041
705	0.1112680277
706	0.1111542105
707	0.11102209
708	0.1109112836
709	0.1107572332
710	0.1106612827
711	0.110558816
712	0.1104684846
713	0.1103795379
714	0.1103346804
715	0.1103059389
716	0.1101898606
717	0.1100721984
718	0.1099336264
719	0.1098061968
720	0.109758249
721	0.1096820273
722	0.1096664327
723	0.1095544828
724	0.1094621442
725	0.1093694633
726	0.1092550907
727	0.1091383835
728	0.1090270073
729	0.1089547695
730	0.1088578156
731	0.1087746901
732	0.1086447343
733	0.1085642346
734	0.1084880433
735	0.1083674935
736	0.108286347
737	0.1082102667
738	0.1081419668
739	0.1080135074
740	0.1078616665
741	0.1077958666
742	0.1076807555
743	0.1075930642
744	0.107504571
745	0.1073831195
746	0.107264375
747	0.1071988902
748	0.1070879286
749	0.1069939017
750	0.1069141818
751	0.1068114626
752	0.1067298225
753	0.1066539201
754	0.1066000677
755	0.1065372183
756	0.1064868736
757	0.1064009125
758	0.1062614025
759	0.1061756574
760	0.1060932949
761	0.1060262421
762	0.1059515076
763	0.1058772146
764	0.1057594602
765	0.1056691898
766	0.1056567911
767	0.1056000962
768	0.1054689198
769	0.1053804379
770	0.1053624461
771	0.1053603126
772	0.1052366587
773	0.1051671898
774	0.1051557678
775	0.1051076576
776	0.1050403545
777	0.1049856508
778	0.1049235937
779	0.1048327392
780	0.1047999432
781	0.1046715172
782	0.1046694471
783	0.1045820621
784	0.1044928118
785	0.104394442
786	0.1043065074
787	0.1042428652
788	0.1041574773
789	0.1040844983
790	0.1039648465
791	0.1039380455
792	0.1039143522
793	0.1038519757
794	0.1038007058
795	0.1037984943
796	0.1036953303
797	0.103560974
798	0.1034780762
799	0.1033466045
800	0.1032637902
801	0.1031720238
802	0.1031036865
803	0.1030264612
804	0.1029690752
805	0.1029654104
806	0.1028801409
807	0.1027727232
808	0.1027200264
809	0.1026483944
810	0.1025979968
811	0.1025704576
812	0.1024715428
813	0.1023780734
814	0.1023617927
815	0.1023127446
816	0.1022210795
817	0.1021103388
818	0.1020365465
819	0.1019731725
820	0.1018761366
821	0.1018036078
822	0.1017371151
823	0.1016729064
824	0.1016204428
825	0.1015857589
826	0.1015090398
827	0.1014358635
828	0.101336718
829	0.1012587505
830	0.1012165439
831	0.1011710216
832	0.1010703902
833	0.1010519549
834	0.1009258375
835	0.1008279984
836	0.1007059318
837	0.1006313828
838	0.1005609496
839	0.1004985818
840	0.1003811613
841	0.1003314699
842	0.1001766944
843	0.1000546208
844	0.09999363317
845	0.09994994504
846	0.09986586637
847	0.09975296802
848	0.09969757419
849	0.09962401634
850	0.09950568336
851	0.09945757997
852	0.09942086471
853	0.09936818736
854	0.09922747471
855	0.09912527649
856	0.09904118661
857	0.09896769698
858	0.09892964742
859	0.09882893235
860	0.09881477364
861	0.09872794801
862	0.09867379922
863	0.09862238239
864	0.09856567079
865	0.0985144544
866	0.09844027167
867	0.09836160407
868	0.09835917306
869	0.09829668252
870	0.09826418336
871	0.09823328734
872	0.09816488012
873	0.09808727568
874	0.09801366583
875	0.09795691015
876	0.09787349246
877	0.09778267397
878	0.09766093986
879	0.09759263916
880	0.09753142699
881	0.0974463415
882	0.09737391907
883	0.09731710374
884	0.09723119057
885	0.09717961819
886	0.09710613378
887	0.09707630572
888	0.09699229475
889	0.09689754185
890	0.09683427632
891	0.09675431872
892	0.0966653212
893	0.09659976541
894	0.09654532753
895	0.09644662836
896	0.09637440034
897	0.09629754448
898	0.09620956019
899	0.09616144508
900	0.09610455363
901	0.09601025819
902	0.09594572575
903	0.09593786458
904	0.09586357557
905	0.09581901126
906	0.09573710234
907	0.09566699428
908	0.09560261427
909	0.09550283239
910	0.09537206143
911	0.09532189039
912	0.09527052286
913	0.09514614378
914	0.09508711617
915	0.09501480495
916	0.0949554821
917	0.09491116222
918	0.09484406864
919	0.09475115552
920	0.09472174452
921	0.09465132107
922	0.09459552625
923	0.09453961152
924	0.09446420339
925	0.09437461265
926	0.09431856847
927	0.09425004712
928	0.09417729271
929	0.09412844751
930	0.09405338405
931	0.09400507199
932	0.0939121837
933	0.09384849718
934	0.09377097171
935	0.09368309892
936	0.09362767195
937	0.09362456161
938	0.09352945488
939	0.09349258745
940	0.09345026144
941	0.09341372176
942	0.09332950799
943	0.0932735103
944	0.09322334673
945	0.09314326799
946	0.09308880661
947	0.09299515217
948	0.09292327938
949	0.09280410407
950	0.0927654802
951	0.09269289687
952	0.09263934905
953	0.09260113002
954	0.0925052608
955	0.09239043486
956	0.0923310084
957	0.09230669421
958	0.09224157079
959	0.09213344768
960	0.0920614363
961	0.09199052587
962	0.09190279458
963	0.09185432602
964	0.09175248584
965	0.09172510234
966	0.09166531686
967	0.09163995864
968	0.09159175358
969	0.0915428921
970	0.09144574208
971	0.09131796159
972	0.09124947916
973	0.09117017852
974	0.09109812195
975	0.09104797382
976	0.09104166863
977	0.09096623448
978	0.09086112373
979	0.09084454971
980	0.09077053945
981	0.09076251876
982	0.09075344376
983	0.0906779873
984	0.09059156159
985	0.09051688862
986	0.09047258323
987	0.090375279
988	0.0903603786
989	0.09034273547
990	0.09028479289
991	0.09027084473
992	0.09023423871
993	0.09015842203
994	0.09007814027
995	0.09003215682
996	0.08998888766
997	0.08994386116
998	0.08989254134
999	0.08982256199
